timestamp,pressure,temperature,vibration,flow_rate,current_draw,run_time_hours,maintenance_flag,RUL,failure
2023-01-01 00:00:00,3099.3428306022465,83.21505269512778,0.5348286247666818,700.9714016219797,115.281424516986,105.26396019509453,0,3475.8234504019592,0
2023-01-01 01:00:00,2972.347139765763,86.94500536946347,0.5283323592535667,747.2507176531564,130.127024710156,826.7930109929714,1,3168.332073723056,0
2023-01-01 02:00:00,3129.5377076201385,84.02618938954858,0.40634801541945087,770.6485796853707,118.01813152697682,1836.693613303727,1,3170.3499480636337,0
2023-01-01 03:00:00,3304.605971281605,91.1041804694612,0.5579584221763738,807.4834455462345,120.9056926471764,1900.7343594991826,0,2154.749618216916,0
2023-01-01 04:00:00,2953.1693250553326,101.97178531461913,0.35099173244233817,851.208116330344,127.17390606637717,201.76257185675684,1,3356.620126580472,0
2023-01-01 05:00:00,2953.172608610164,82.28957842858796,0.43458156742396714,834.7067971685882,119.4103659315106,334.5025860273155,0,3699.273384732508,0
2023-01-01 06:00:00,3315.8425631014784,100.00820497768414,0.3000912187102192,741.0337600776257,101.82152141670142,109.25365556419851,0,3372.7620340699345,0
2023-01-01 07:00:00,3153.4869458305816,82.18327927653112,0.6558626516962814,781.4143868917174,130.40587504553548,1750.480053295811,0,2498.503210873771,0
2023-01-01 08:00:00,2906.1051228130095,81.52372787503116,0.47684505060547044,803.8187794351284,132.5492882991505,234.68382906848623,0,3871.357683571329,0
2023-01-01 09:00:00,3108.512008717193,98.18594618343214,0.7166884034816312,786.889643777675,101.68883908399556,305.01028921780244,0,3163.736457520254,0
2023-01-01 10:00:00,2907.3164614375073,99.21936378007616,0.5802949926519495,786.5352387065852,109.56708794338462,532.483034191992,0,2915.047709133548,0
2023-01-01 11:00:00,2906.854049285949,98.51409936762654,0.5448098213351025,713.8628337672864,140.2387961748551,1842.774148126136,0,2518.168441720927,0
2023-01-01 12:00:00,3048.392454313207,76.84202591781859,0.44137723057190004,742.3632924430179,122.32034678503912,1407.6446138443157,0,3260.2717618284673,0
2023-01-01 13:00:00,2617.34395106844,85.34049021927949,0.395364996431258,779.8530075430364,120.03551273270365,1272.074583558153,0,3592.6571457562936,0
2023-01-01 14:00:00,2655.0164334973933,98.22988592003321,0.5522971573896945,645.3387162527418,115.7361659295043,1590.848120778977,0,2374.5897994267048,0
2023-01-01 15:00:00,2887.5424941518054,90.41541840563895,0.4928485990727018,832.0322160004928,109.69297349143366,1417.2405455207931,0,2916.8183748767174,0
2023-01-01 16:00:00,2797.433775933115,79.26307153802536,0.36607296845146986,731.3660450144465,118.05582357693616,1517.2609592942497,1,3461.660398436644,0
2023-01-01 17:00:00,3062.8494665190547,94.58317939125442,0.3483141583491681,834.3419066632569,129.74422739165712,239.94723352613119,1,3795.2897052217045,0
2023-01-01 18:00:00,2818.3951848957577,82.8519274100853,0.4041296270856416,829.9458002235455,119.84322040619001,1220.554063237894,1,3168.0307214436352,0
2023-01-01 19:00:00,2717.539259732942,107.94524848392211,0.682096722526623,772.8153478443808,126.10284085893048,1531.0938457861698,0,1695.5501267659042,0
2023-01-01 20:00:00,3293.1297537843107,105.44841462418259,0.7213277918011304,850.0274162850769,137.65707148506561,1174.7513786332618,1,2304.578481530217,0
2023-01-01 21:00:00,2954.8447399026927,96.04097426355567,0.5204989147308909,837.1598672462467,114.19521819553808,122.41025939259582,0,3366.9683983339146,0
